iata,name,city,country,continent,timezone
ROK,Rockhampton Airport,Rockhampton,Australia,Oceania,
ROL,Roosevelt Municipal Airport,Roosevelt,United States,North America,
RON,Juan José Rondón Airport,Paipa,Colombia,South America,
ROO,Maestro Marinho Franco Airport,Rondonópolis,Brazil,South America,
ROP,Rota International Airport,Rota,Northern Mariana Islands,Oceania,
ROR,Roman Tmetuchl International Airport,Koror,Palau,Oceania,
ROS,Rosario – Islas Malvinas International Airport,Rosario,Argentina,South America,
ROT,Rotorua Regional Airport,Rotorua,New Zealand,Oceania,
ROU,Ruse Airport,Ruse,Bulgaria,Europe,
ROV,Platov International Airport,Novocherkassk,Russia,Europe,
ROW,Roswell International Air Center,Roswell,United States,North America,
ROX,Roseau Municipal Airport,Roseau,United States,North America,
ROY,Río Mayo Airport,Río Mayo,Argentina,South America,
ROZ,US Naval Station Rota,Rota,Spain,Europe,
RPA,Rolpa Airport,Rolpa,Nepal,Asia,
RPB,Roper Bar Airport,Roper Bar,Australia,Oceania,
RPI,Rampi Airport,Rampi,Indonesia,Asia,
RPM,Ngukurr Airport,Ngukurr,Australia,Oceania,
RPN,Rosh Pina Airport,Rosh Pinna,Israel,Asia,
RPR,Swami Vivekananda Airport,Raipur,India,Asia,
RPV,Roper Valley Airport,Roper Valley,Australia,Oceania,
RPX,Roundup Airport,Roundup,United States,North America,
RQA,Ruoqiang Loulan Airport,Ruoqiang,China,Asia,
RQW,Qayyarah Airfield West,Qayyarah,Iraq,Asia,
RRE,Marree Airport,Marree,Australia,Oceania,
RRG,Sir Gaëtan Duval Airport,Rodrigues Island,Mauritius,Africa,
RRI,Barora Airport,Barora,Solomon Islands,Oceania,
RRJ,Jacarepaguá Airport,Barra da Tijuca,Brazil,South America,
RRK,Rourkela Airport,Rourkela,India,Asia,
RRL,Merrill Municipal Airport,Merrill,United States,North America,
RRM,Marromeu Airport,Marromeu,Mozambique,Africa,
RRR,Raroia Airport,Raroia,French Polynesia,Oceania,
RRS,Røros Airport,Røros,Norway,Europe,
RRT,Warroad International Memorial Airport,Warroad,United States,North America,
RRV,Robinson River Airport,Robinson River,Australia,Oceania,
RSA,Santa Rosa Airport,Santa Rosa,Argentina,South America,
RSB,Roseberth Airport,Roseberth,Australia,Oceania,
RSD,Rock Sound International Airport,Rock Sound,Bahamas,North America,
RSE,Rose Bay Water Airport,Sydney,Australia,Oceania,
RSH,Russian Mission Airport,Russian Mission,United States,North America,
RSI,Red Sea International Airport,Red Sea Project,Saudi Arabia,Asia,
RSJ,Rosario Seaplane Base,Orcas Island,United States,North America,
RSK,Abresso Airport,Ransiki,Indonesia,Asia,
RSL,Russell Municipal Airport,Russell,United States,North America,
RSN,Ruston Regional Airport,Ruston,United States,North America,
RSS,Damazin Airport,Ad-Damazin,Sudan,Africa,
RST,Rochester International Airport,Rochester,United States,North America,
RSU,Yeosu/Suncheon Airport,Yeosu,South Korea,Asia,
RSW,Southwest Florida International Airport,Fort Myers,United States,North America,
RSX,Rouses Point Seaplane Base,Rouses Point,United States,North America,
RTA,Rotuma Airport,Rotuma Island,Fiji,Oceania,
RTB,Juan Manuel Gálvez International Airport,Roatán,Honduras,North America,
RTC,Ratnagiri Airport,Ratnagiri,India,Asia,
RTG,Frans Sales Lega Airport,Ruteng,Indonesia,Asia,
RTI,David Constantijn Saudale Airport,Rote Island,Indonesia,Asia,
RTL,Spirit Lake Municipal Airport,Spirit Lake,United States,North America,
RTM,Rotterdam The Hague Airport,Rotterdam,Netherlands,Europe,
RTN,Raton Municipal Airport,Raton,United States,North America,
RTP,Rutland Plains Airport,Rutland Plains,Australia,Oceania,
RTS,Rottnest Island Airport,Rottnest Island,Australia,Oceania,
RTW,Saratov Tsentralny Airport,Saratov,Russia,Asia,
RTY,Merty Merty Airport,Merty Merty,Australia,Oceania,
RUA,Arua Airport,Arua,Uganda,Africa,
RUD,Shahroud Airport,Shahrud,Iran,Asia,
RUE,Butembo Airport,Butembo,Democratic Republic of the Congo,Africa,
RUF,Yuruf Airport,Yuruf,Indonesia,Asia,
RUG,Rugao Air Base,Rugao,China,Asia,
RUH,King Khalid International Airport,Riyadh,Saudi Arabia,Asia,
RUI,Sierra Blanca Regional Airport,Ruidoso,United States,North America,
RUK,Chaurjahari Airport,Rukumkot,Nepal,Asia,
RUL,Maavarulu Airport,Gaafu Dhaalu Atoll,Maldives,Asia,
RUM,Rumjatar Airport,Rumjatar,Nepal,Asia,
RUN,Roland Garros Airport,St-Denis,France,Europe,
RUP,Rupsi Airport,Rupsi,India,Asia,
RUR,Rurutu Airport,Rurutu,French Polynesia,Oceania,
RUS,Marau Airport,Marau,Solomon Islands,Oceania,
RUT,Rutland – Southern Vermont Regional Airport,Rutland,United States,North America,
RUU,Ruti Airport,Kawbenaberi,Papua New Guinea,Oceania,
RUV,Rubelsanto Airport,Rubelsanto,Guatemala,North America,
RUY,Copán Ruinas Airport,Copán Ruinas,Honduras,North America,
RVA,Farafangana Airport,Farafangana,Madagascar,Africa,
RVC,River Cess Airport,River Cess,Liberia,Africa,
RVD,General Leite de Castro Airport,Rio Verde,Brazil,South America,
RVE,Los Colonizadores Airport,Saravena,Colombia,South America,
RVH,Rzhevka Airport,Saint Petersburg,Russia,Asia,
RVI,Rostov-on-Don Airport,Rostov-on-Don,Russia,Asia,
RVK,"Rørvik Airport, Ryum",Rørvik,Norway,Europe,
RVN,Rovaniemi Airport,Rovaniemi,Finland,Europe,
RVO,Reivilo Airport,Reivilo,South Africa,Africa,
RVR,Green River Municipal Airport,Green River,United States,North America,
RVS,Richard Lloyd Jones Jr. Airport,Tulsa,United States,North America,
RVT,Ravensthorpe Airport,Ravensthorpe,Australia,Oceania,
RVV,Raivavae Airport,Raivavae,French Polynesia,Oceania,
RVY,Pres. Gral. Óscar D. Gestido International Airport,Rivera,Uruguay,South America,
RWF,Redwood Falls Municipal Airport,Redwood Falls,United States,North America,
RWI,Rocky Mount–Wilson Regional Airport,Rocky Mount,United States,North America,
RWL,Rawlins Municipal Airport,Rawlins,United States,North America,
RWN,Rivne International Airport,Rivne,Ukraine,Europe,
RXA,Ar Rawdah Airport,Ar Rawdah,Yemen,Asia,
RXE,Rexburg–Madison County Airport,Rexburg,United States,North America,
RXS,Roxas Airport,Roxas,Philippines,Asia,
RYB,Staroselye Airport,Rybinsk,Russia,Asia,
RYG,"Moss Airport, Rygge",Oslo,Norway,Europe,
RYK,Shaikh Zayed International Airport,Rahim Yar Khan,Pakistan,Asia,
RYL,Royal Airstrip,Lower Zambezi National Park,Zambia,Africa,
RYN,Royan – Médis Aerodrome,Royan,France,Europe,
RYO,Rio Turbio Airport,Río Turbio,Argentina,South America,
RZA,Santa Cruz Airport,Puerto Santa Cruz,Argentina,South America,
RZE,Rzeszów–Jasionka Airport,Rzeszów,Poland,Europe,
RZN,Turlatovo Airport,Ryazan,Russia,Asia,
RZP,Cesar Lim Rodriguez Airport,Taytay,Philippines,Asia,
RZR,Ramsar International Airport,Ramsar,Iran,Asia,
RZS,Sawan Airport,Sawan,Pakistan,Asia,
RZZ,Halifax County Airport,Roanoke Rapids,United States,North America,
SAA,Shively Field,Saratoga,United States,North America,
SAB,Juancho E. Yrausquin Airport,Saba,Caribbean Netherlands,North America,
SAC,Sacramento Executive Airport,Sacramento,United States,North America,
SAD,Safford Regional Airport,Safford,United States,North America,
SAF,Santa Fe Municipal Airport,Santa Fe,United States,North America,
SAG,Shirdi Airport,Shirdi,India,Asia,
SAH,Sana'a International Airport,Sana'a,Yemen,Asia,
SAK,Sauðárkrókur Airport,Sauðárkrókur,Iceland,Europe,
SAL,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,North America,
SAM,Salamo Airport,Salamo,Papua New Guinea,Oceania,
SAN,San Diego International Airport,San Diego,United States,North America,
SAP,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,North America,
SAQ,San Andros Airport,Nicholls Town,Bahamas,North America,
SAR,Sparta Community Airport,Sparta,United States,North America,
SAS,Salton Sea Airport,Salton City,United States,North America,
SAT,San Antonio International Airport,San Antonio,United States,North America,
SAU,Tardamu Airport,Savu,Indonesia,Asia,
SAV,Savannah/Hilton Head International Airport,Savannah,United States,North America,
SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,Asia,
SAX,Sambú Airport,Sambú,Panama,North America,
SAY,Siena–Ampugnano Airport,Siena,Italy,Europe,
SAZ,Sasstown Airport,Sasstown,Liberia,Africa,
SBA,Santa Barbara Municipal Airport,Santa Barbara,United States,North America,
SBB,Santa Bárbara de Barinas Airport,Santa Bárbara,Venezuela,South America,
SBC,Selbang Airport,Selbang,Papua New Guinea,Oceania,
SBD,San Bernardino International Airport,San Bernardino,United States,North America,
SBE,Suabi Airport,Suabi,Papua New Guinea,Oceania,
SBF,Sardeh Band Airport,Band-e Sardeh Dam,Afghanistan,Asia,
SBG,Maimun Saleh Airport,Sabang,Indonesia,Asia,
SBH,Gustaf III Airport,Gustavia,Saint Barthélemy,North America,
SBI,Sambailo Airport,Koundara,Guinea,Africa,
SBJ,São Mateus Airport,São Mateus,Brazil,South America,
SBK,Saint-Brieuc – Armor Airport,Saint-Brieuc,France,Europe,
SBL,Santa Ana del Yacuma Airport,Santa Ana del Yacuma,Bolivia,South America,
SBM,Sheboygan County Memorial Airport,Sheboygan,United States,North America,
SBN,South Bend International Airport,South Bend,United States,North America,
SBO,Salina-Gunnison Airport,Salina,United States,North America,
SBP,San Luis Obispo County Regional Airport,San Luis Obispo,United States,North America,
SBQ,Sibi Airport,Sibi,Pakistan,Asia,
SBR,Saibai Island Airport,Saibai Island,Australia,Oceania,
SBS,Steamboat Springs Airport,Steamboat Springs,United States,North America,
SBT,Sabetta International Airport,Sabetta,Russia,Asia,
SBU,Springbok Airport,Springbok,South Africa,Africa,
SBV,Sabah Airport,Sabah,Papua New Guinea,Oceania,
SBW,Sibu Airport,Sibu,Malaysia,Asia,
SBX,Shelby Airport,Shelby,United States,North America,
SBY,Salisbury–Ocean City–Wicomico Regional Airport,Salisbury,United States,North America,
SBZ,Sibiu International Airport,Sibiu,Romania,Europe,
SCA,Santa Catalina Airport,Santa Catalina,Colombia,South America,
SCB,Scribner State Airport,Scribner,United States,North America,
SCC,Deadhorse Airport,Prudhoe Bay,United States,North America,
SCD,Sulaco Airport,Sulaco,Honduras,North America,
SCE,University Park Airport,State College,United States,North America,
SCF,Scottsdale Airport,Phoenix,United States,North America,
SCG,Spring Creek Airport,"Conjuboy, Queensland",Australia,Oceania,
SCH,Schenectady County Airport,Schenectady,United States,North America,
SCI,Paramillo Airport,San Cristóbal,Venezuela,South America,
SCK,Stockton Metropolitan Airport,Stockton,United States,North America,
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,South America,
SCM,Scammon Bay Airport,Scammon Bay,United States,North America,
SCN,Saarbrücken Airport,Saarbrücken,Germany,Europe,
SCO,Aktau Airport,Aktau,Kazakhstan,Asia,
SCP,Mont-Dauphin - Saint-Crépin Airport,Mont-Dauphin,France,Europe,
SCQ,Santiago de Compostela Airport,Santiago de Compostela,Spain,Europe,
SCR,Scandinavian Mountains Airport,Malung-Sälen,Sweden,Europe,
SCS,Scatsta Airport,Shetland Islands,United Kingdom,Europe,
SCT,Socotra Airport,Socotra,Yemen,Asia,
SCU,Antonio Maceo International Airport,Santiago de Cuba,Cuba,North America,
SCV,Suceava International Airport,Suceava,Romania,Europe,
SCW,Syktyvkar Airport,Syktyvkar,Russia,Asia,
SCX,Salina Cruz Airport,Salina Cruz,Mexico,North America,
SCY,San Cristóbal Airport,San Cristóbal Island,Ecuador,South America,
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz Islands,Solomon Islands,Oceania,
SDB,Air Force Base Langebaanweg,Saldanha Bay,South Africa,Africa,
SDC,Sand Creek Airport,Sand Creek Village,Guyana,South America,
SDD,Lubango Mukanka Airport,Lubango,Angola,Africa,
SDE,Vicecomodoro Ángel de la Paz Aragonés Airport,Santiago del Estero,Argentina,South America,
SDF,Louisville International Airport,Louisville,United States,North America,
SDG,Sanandaj Airport,Sanandaj,Iran,Asia,
SDH,Santa Rosa de Copán Airport,Santa Rosa de Copán,Honduras,North America,
SDI,Saidor Airport,Saidor,Papua New Guinea,Oceania,
SDJ,Sendai Airport,Sendai,Japan,Asia,
SDK,Sandakan Airport,Sandakan,Malaysia,Asia,
SDL,Sundsvall-Timrå Airport,Sundsvall,Sweden,Europe,
SDM,Brown Field Municipal Airport,San Diego,United States,North America,
SDN,"Sandane Airport, Anda",Sandane,Norway,Europe,
SDP,Sand Point Airport,Sand Point,United States,North America,
SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,North America,
SDR,Santander Airport,Santander,Spain,Europe,
SDS,Sado Airport,Sado,Japan,Asia,
SDT,Saidu Sharif Airport,Saidu Sharif,Pakistan,Asia,
SDU,Santos Dumont Airport,Rio de Janeiro,Brazil,South America,
SDV,Sde Dov Airport,Tel Aviv,Israel,Asia,
SDX,Sedona Airport,Sedona,United States,North America,
SDY,Sidney–Richland Municipal Airport,Sidney,United States,North America,
SEA,Seattle–Tacoma International Airport,Seattle,United States,North America,
SEB,Sabha Airport,Sabha,Libya,Africa,
SED,Sdom Airfield,Neve Zohar,Israel,Asia,
SEE,Gillespie Field,San Diego,United States,North America,
SEF,Sebring Regional Airport,Sebring,United States,North America,
SEG,Penn Valley Airport,Selinsgrove,United States,North America,
SEH,Senggeh Airport,Senggeh,Indonesia,Asia,
SEK,Srednekolymsk Airport,Srednekolymsk,Russia,Asia,
SEM,Craig Field,Selma,United States,North America,
SEN,London Southend Airport,London,United Kingdom,Europe,
SEO,Séguéla Airport,Séguéla,Ivory Coast,Africa,
SEP,Stephenville Clark Regional Airport,Stephenville,United States,North America,
SEQ,Sei Pakning Airport,Bengkalis,Indonesia,Asia,
SER,Freeman Municipal Airport,Seymour,United States,North America,
SEU,Seronera Airstrip,Seronera,Tanzania,Africa,
SEV,Severodonetsk Airport,Severodonetsk,Ukraine,Europe,
SEW,Siwa Oasis North Airport,Siwa Oasis,Egypt,Africa,
SEY,Sélibaby Airport,Sélibaby,Mauritania,Africa,
SEZ,Seychelles International Airport,Mahé,Seychelles,Africa,
SFA,Sfax–Thyna International Airport,Sfax,Tunisia,Africa,
SFB,Orlando Sanford International Airport,Orlando,United States,North America,
SFC,Saint-François Airport,Saint-François,Guadeloupe,Oceania,
SFD,Las Flecheras Airport,San Fernando de Apure,Venezuela,South America,
SFE,San Fernando Airport,San Fernando,Philippines,Asia,
SFF,Felts Field,Spokane,United States,North America,
SFG,L'Espérance Airport,Grand Case,Saint Martin,Oceania,
SFH,San Felipe International Airport,San Felipe,Mexico,North America,
SFI,Safi Airport,Safi,Morocco,Africa,
SFJ,Kangerlussuaq Airport,Kangerlussuaq,Greenland,North America,
SFK,Soure Airport,Soure,Brazil,South America,
SFL,São Filipe Airport,São Filipe,Cape Verde,Africa,
SFM,Sanford Seacoast Regional Airport,Sanford,United States,North America,
SFN,Sauce Viejo Airport,Santa Fe de la Vera Cruz,Argentina,South America,
SFO,San Francisco International Airport,San Francisco,United States,North America,
SFQ,Şanlıurfa Airport,Şanlıurfa,Turkey,Asia,
SFS,Subic Bay International Airport,Subic Bay,Philippines,Asia,
SFT,Skellefteå Airport,Skellefteå,Sweden,Europe,
SFU,Safia Airport,Safia,Papua New Guinea,Oceania,
SFV,Santa Fé do Sul Airport,Santa Fé do Sul,Brazil,South America,
SFX,Macagua Airport,San Félix,Venezuela,South America,
SFZ,North Central State Airport,Pawtucket,United States,North America,
SGA,Sheghnan Airport,Shighnan,Afghanistan,Asia,
SGB,Singaua Airport,Singaua,Papua New Guinea,Oceania,
SGC,Surgut International Airport,Surgut,Russia,Asia,
SGD,Sønderborg Airport,Sønderborg,Denmark,Europe,
SGE,Siegerland Airport,Siegen,Germany,Europe,
SGF,Springfield–Branson National Airport,Springfield,United States,North America,
SGG,Simanggang Airport,Sri Aman,Malaysia,Asia,
SGH,Springfield–Beckley Municipal Airport,Springfield,United States,North America,
SGI,PAF Base Mushaf,Sargodha,Pakistan,Asia,
SGJ,Sagarai Airport,Sagarai,Papua New Guinea,Oceania,
SGK,Sangapi Airport,Sangapi,Papua New Guinea,Oceania,
SGL,Sangley Point Airport,Manila,Philippines,Asia,
SGM,San Ignacio Airfield,San Ignacio,Mexico,North America,
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,Asia,
SGO,St George Airport,St George,Australia,Oceania,
SGP,Shay Gap Airport,Shay Gap,Australia,Oceania,
SGQ,Sangkimah Airport,Sangatta,Indonesia,Asia,
SGR,Sugar Land Regional Airport,Houston,United States,North America,
SGT,Stuttgart Municipal Airport,Stuttgart,United States,North America,
SGU,St. George Regional Airport,St. George,United States,North America,
SGV,Sierra Grande Airport,Sierra Grande,Argentina,South America,
SGW,Saginaw Seaplane Base,Saginaw Bay,United States,North America,
SGX,Songea Airport,Songea,Tanzania,Africa,
SGY,Skagway Airport,Skagway,United States,North America,
SGZ,Songkhla Airport,Songkhla,Thailand,Asia,
SHA,Shanghai Hongqiao International Airport,Shanghai,China,Asia,
SHB,Nakashibetsu Airport,Nakashibetsu,Japan,Asia,
SHC,Shire Airport,Shire,Ethiopia,Africa,
SHD,Shenandoah Valley Regional Airport,Staunton,United States,North America,
SHE,Shenyang Taoxian International Airport,Shenyang,China,Asia,
SHF,Shihezi Huayuan Airport,Shihezi,China,Asia,
SHG,Shungnak Airport,Shungnak,United States,North America,
SHH,Shishmaref Airport,Shishmaref,United States,North America,
SHI,Shimojishima Airport,Shimoji-shima,Japan,Asia,
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,Asia,
SHK,Sehonghong Airport,Sehonghong,Lesotho,Africa,
SHL,Shillong Airport,Shillong,India,Asia,
SHM,Nanki–Shirahama Airport,Shirahama,Japan,Asia,
SHN,Sanderson Field,Shelton,United States,North America,
SHO,King Mswati III International Airport,Manzini,Eswatini,Africa,
SHQ,Southport Airport,Southport,Australia,Oceania,
SHR,Sheridan County Airport,Sheridan,United States,North America,
SHS,Shashi Airport,Jingzhou,China,Asia,
SHT,Shepparton Airport,Shepparton,Australia,Oceania,
SHU,Smith Point Airport,Smith Point,Australia,Oceania,
SHV,Shreveport Regional Airport,Shreveport,United States,North America,
SHW,Sharurah Domestic Airport,Sharurah,Saudi Arabia,Asia,
SHX,Shageluk Airport,Shageluk,United States,North America,
SHY,Shinyanga Airport,Shinyanga,Tanzania,Africa,
SHZ,Seshutes Airport,Seshote,Lesotho,Africa,
SIA,Xi'an Xiguan Airport,Xi'an,China,Asia,
SIB,Sibiti Airport,Sibiti,Republic of the Congo,Africa,
SIC,San José Airport,San José Island,Panama,North America,
SID,Amílcar Cabral International Airport,Sal,Cape Verde,Africa,
SIE,Sines Airport,Sines,Portugal,Europe,
SIF,Simara Airport,Simara,Nepal,Asia,
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,North America,
SIH,Silgadhi Airport,Dipayal Silgadhi,Nepal,Asia,
SII,Sidi Ifni Airport,Sidi Ifni,Morocco,Africa,
SIJ,Siglufjörður Airport,Siglufjörður,Iceland,Europe,
SIK,Sikeston Memorial Municipal Airport,Sikeston,United States,North America,
SIL,Sila Airport,Sila,Papua New Guinea,Oceania,
SIM,Simbai Airport,Simbai,Papua New Guinea,Oceania,
SIN,Singapore Changi Airport,Singapore,Singapore,Asia,
SIO,Smithton Airport,Smithton,Australia,Oceania,
SIP,Simferopol International Airport,Simferopol,Simferopol,Europe,
SIQ,Dabo Singkep Airport,Singkep,Indonesia,Asia,
SIR,Sion Airport,Sion,Switzerland,Europe,
SIS,Sishen Airport,Dingleton,South Africa,Africa,
SIT,Sitka Rocky Gutierrez Airport,Sitka,United States,North America,
SIU,Siuna Airport,Siuna,Nicaragua,North America,
SIV,Sullivan County Airport,Sullivan,United States,North America,
SIW,Sibisa Airport,Parapat,Indonesia,Asia,
SIX,Singleton Airport,Singleton,Australia,Oceania,
SIY,Siskiyou County Airport,Montague,United States,North America,
SIZ,Sissano Airport,Sissano,Papua New Guinea,Oceania,
SJA,San Juan de Marcona Airport,San Juan de Marcona,Peru,South America,
SJB,San Joaquín Airport,San Joaquín,Bolivia,South America,
SJC,San Jose International Airport,San Jose,United States,North America,
SJD,Los Cabos International Airport,San José del Cabo,Mexico,North America,
SJE,Jorge Enrique González Torres Airport,San José del Guaviare,Colombia,South America,
SJF,Cruz Bay Seaplane Base,Saint John,United States Virgin Islands,North America,
SJG,San Pedro de Jagua Airport,San Pedro de Jagua,Colombia,South America,
SJH,San Juan del Cesar Airport,San Juan del Cesar,Colombia,South America,
SJI,San Jose Airport,San Jose,Philippines,Asia,
SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,Europe,
SJK,Professor Urbano Ernesto Stumpf Airport,São José dos Campos,Brazil,South America,
SJL,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,Brazil,South America,
SJM,San Juan de la Maguana Airport,San Juan de la Maguana,Dominican Republic,North America,
SJN,St. Johns Industrial Air Park,St. Johns,United States,North America,
SJO,Juan Santamaría International Airport,San José,Costa Rica,North America,
SJP,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,Brazil,South America,
SJQ,Sesheke Airport,Sesheke,Zambia,Africa,
SJR,San Juan de Urabá Airport,San Juan de Urabá,Colombia,South America,
SJS,San José de Chiquitos Airport,San José de Chiquitos,Bolivia,South America,
SJT,San Angelo Regional Airport,San Angelo,United States,North America,
SJU,Luis Muñoz Marín International Airport,San Juan,Puerto Rico,North America,
SJV,San Javier Airport,San Javier,Bolivia,South America,
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,China,Asia,
SJX,Sarteneja Airport,Sarteneja,Belize,North America,
SJY,Seinäjoki Airport,Seinäjoki,Finland,Europe,
SJZ,São Jorge Airport,São Jorge Island,Portugal,Europe,
SKA,Fairchild Air Force Base,Spokane,United States,North America,
SKB,Robert L. Bradshaw International Airport,Saint Kitts,Saint Kitts and Nevis,North America,
SKC,Suki Airport,Suki,Papua New Guinea,Oceania,
SKD,Samarkand International Airport,Samarkand,Uzbekistan,Asia,
SKE,"Skien Airport, Geiteryggen",Skien,Norway,Europe,
SKF,Kelly Field Annex,San Antonio,United States,North America,
SKG,"Thessaloniki Airport ""Macedonia""",Thessaloniki,Greece,Europe,
SKH,Surkhet Airport,Surkhet,Nepal,Asia,
SKI,Skikda Airport,Skikda,Algeria,Africa,
SKK,Shaktoolik Airport,Shaktoolik,United States,North America,
SKL,Broadford Airfield,Isle of Skye,United Kingdom,Europe,
SKM,Skeldon Airport,Skeldon,Guyana,South America,
SKN,"Stokmarknes Airport, Skagen",Stokmarknes,Norway,Europe,
SKO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,Africa,
SKP,"Skopje ""Alexander the Great"" Airport",Skopje,North Macedonia,Europe,
SKQ,Sekake Airport,Sekake,Lesotho,Africa,
SKR,Shakiso Airport,Shakiso,Ethiopia,Africa,
SKS,Vojens Airport,Vojens,Denmark,Europe,
SKT,Sialkot International Airport,Sialkot,Pakistan,Asia,
SKU,Skyros Island National Airport,Skyros,Greece,Europe,
SKV,St. Catherine International Airport,Saint Catherine,Egypt,Africa,
SKW,Skwentna Airport,Skwentna,United States,North America,
SKX,Saransk Airport,Saransk,Russia,Asia,
SKY,Griffing Sandusky Airport,Sandusky,United States,North America,
SKZ,Sukkur Airport,Sukkur,Pakistan,Asia,
SLA,Martín Miguel de Güemes International Airport,Salta,Argentina,South America,
SLB,Storm Lake Municipal Airport,Storm Lake,United States,North America,
SLC,Salt Lake City International Airport,Salt Lake City,United States,North America,
SLD,Sliač Airport,Sliač,Slovakia,Europe,
SLE,McNary Field,Salem,United States,North America,
SLF,Sulayel Airport,As Sulayyil,Saudi Arabia,Asia,
SLG,Smith Field,Siloam Springs,United States,North America,
SLH,Vanua Lava Airport,Sola,Vanuatu,Oceania,
SLI,Solwezi Airport,Solwezi,Zambia,Africa,
SLJ,Solomon Airport,Karijini National Park,Australia,Oceania,
SLK,Adirondack Regional Airport,Saranac Lake,United States,North America,
SLL,Salalah International Airport,Salalah,Oman,Asia,
SLM,Salamanca Airport,Salamanca,Spain,Europe,
SLN,Salina Regional Airport,Salina,United States,North America,
SLO,Salem–Leckrone Airport,Salem,United States,North America,
SLP,Ponciano Arriaga International Airport,San Luis Potosí City,Mexico,North America,
SLQ,Sleetmute Airport,Sleetmute,United States,North America,
SLR,Sulphur Springs Municipal Airport,Sulphur Springs,United States,North America,
SLS,Silistra Airfield,Silistra,Bulgaria,Europe,
SLT,Harriet Alexander Field,Salida,United States,North America,
SLU,George F. L. Charles Airport,Castries,Saint Lucia,North America,
SLV,Shimla Airport,Simla,India,Asia,
SLW,Plan de Guadalupe International Airport,Saltillo,Mexico,North America,
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,North America,
SLY,Salekhard Airport,Salekhard,Russia,Asia,
SLZ,Marechal Cunha Machado International Airport,São Luís,Brazil,South America,
SMA,Santa Maria Airport,Santa Maria Island,Portugal,Europe,
SMB,Franco Bianco Airport,Cerro Sombrero,Chile,South America,
SMC,Santa María Airport,Santa María,Colombia,South America,
SMD,Smith Field,Fort Wayne,United States,North America,
SME,Lake Cumberland Regional Airport,Somerset,United States,North America,
SMF,Sacramento International Airport,Sacramento,United States,North America,
SMG,Santa María Airport,Santa María del Mar,Peru,South America,
SMH,Sapmanga Airport,Sapmanga,Papua New Guinea,Oceania,
SMI,Samos International Airport,Samos,Greece,Europe,
SMJ,Sim Airport,Sim,Papua New Guinea,Oceania,
SMK,St. Michael Airport,St. Michael,United States,North America,
SML,Stella Maris Airport,Stella Maris,Bahamas,North America,
SMM,Semporna Airport,Semporna,Malaysia,Asia,
SMN,Lemhi County Airport,Salmon,United States,North America,
SMO,Santa Monica Municipal Airport,Santa Monica,United States,North America,
SMP,Stockholm Airport,Stockholm,Papua New Guinea,Oceania,
SMQ,H. Asan Airport,Sampit,Indonesia,Asia,
SMR,Simón Bolívar International Airport,Santa Marta,Colombia,South America,
SMS,Sainte Marie Airport,Île Sainte-Marie,Madagascar,Africa,
SMU,Sheep Mountain Airport,Sheep Mountain,United States,North America,
SMV,Samedan Airport,St. Moritz,Switzerland,Europe,
SMW,Smara Airport,Smara,Morocco,Africa,
SMX,Santa Maria Public Airport,Santa Maria,United States,North America,
SMY,Simenti Airport,Simenti,Senegal,Africa,
SMZ,Stoelmans Eiland Airstrip,Stoelmans Eiland,Suriname,South America,
SNA,John Wayne Airport,Santa Ana,United States,North America,
SNB,Snake Bay Airport,Milikapiti,Australia,Oceania,
SNC,General Ulpiano Paez Airport,Salinas,Ecuador,South America,
SNE,Preguiça Airport,São Nicolau,Cape Verde,Africa,
SNF,Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,South America,
SNG,Capitán Av. Juan Cochamanidis Airport,San Ignacio de Velasco,Bolivia,South America,
SNH,Stanthorpe Airport,Stanthorpe,Australia,Oceania,
SNI,Greenville/Sinoe Airport,Greenville,Liberia,Africa,
SNJ,San Julián Air Base,Guane,Cuba,North America,
SNK,Winston Field Airport,Snyder,United States,North America,
SNL,Shawnee Regional Airport,Shawnee,United States,North America,
SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos,Bolivia,South America,
SNN,Shannon Airport,Shannon,Ireland,Europe,
SNO,Sakon Nakhon Airport,Sakon Nakhon,Thailand,Asia,
SNP,St. Paul Island Airport,St. Paul Island,United States,North America,
SNQ,San Quintín Military Airstrip,San Quintín,Mexico,North America,
SNR,Saint-Nazaire Montoir Airport,Saint-Nazaire,France,Europe,
SNS,Salinas Municipal Airport,Salinas,United States,North America,
SNT,Las Cruces Airport,Sabana de Torres,Colombia,South America,
